Source	Target
Thank you. What's next?	감사합니다. 다음은 뭡니까?
Thanks for helping me out.	도와줘서 고맙군.
Thanks for nothing.	아무것도 안해준다니 고맙기도 하군.
Thanks for the tip.	조언을 해 주어서 고맙소.
Thanks for the warning.	주의를 줘서 고맙습니다.
Thanks for your help.	도움에 감사드립니다.
Thanks, I guess.	일단은 고맙소.
Thanks. I'll let you know if I need anything.	고맙군. 필요한 일이 있으면 부르지.
Tharstan	사르스탄
Thash grape!	코거 쵸오오치!
That button cannot be remapped	재설정할 수 없는 버튼입니다.
That could still happen, couldn't it?	여전히 가능할 것 같은데, 안 그런가?
That covering on your eyes. Are you-	당신의 눈을 가리고 있는 그것은. 혹시 당신은...
That criminal won't be a problem anymore.	그 범죄자는 더 이상 문제를 일으키지 못할 거요.
That dark elf called you a war hero.	그 다크 엘프가 당신을 전쟁 영웅이라고 부르던데.
That didn't take long.	그다지 오래 걸리진 않았군.
That doesn't seem like a good attitude.	그다지 좋은 태도로 보이지 않는데.
That dragon flew off this way. You must have seen it.	그 드래곤은 이쪽 방향으로 날아갔으니 분명히 봤을 거요.
That fellow over there asked me to talk to you...	저쪽에 있는 사람이 당신에게 말을 걸어달라고 하더군.
That felt strange.	기분이 이상한데.
That fort is as good as ours.	저 요새는 우리 것이나 다름없습니다.
That honor belongs to you.	그 영광은 당신 것입니다.
That hurt.	꽤 아프던데.
That I need to kill him and take on his identity?	죽이고 나서 그의 신분으로 가장하라는 말인가?
That isn't a very good reason.	딱히 대단한 이유는 아니군.
That key cannot be remapped	그 키는 재설정할 수 없습니다.
That man said something about the "Forsworn."	그 남자는 '포스원'에 관해서 뭐라고 했는데.
That man shouted something about the "Forsworn."	그 남자는 '포스원'이 뭐라고 소리쳤는데.
That must have been difficult.	아주 힘들었겠군.
That old guy hiding out down here... Where does he live?	그 늙은이가 여기에 숨어있다는 건가... 그는 어디에 살고 있지?
That price is outrageous!	터무니없이 비싼데!
That proves I have the Voice.	내가 소리에 힘을 다룰 수 있다는 걸 증명했습니다.
That seems like a lot of money.	그건 꽤 많은 액수인데.
That seems rather harsh.	너무 말이 심한데.
That sounded rehearsed.	인위적인 대사 같구만.
That sounds a little too risky.	너무 위험한 일인 것 같군.
That sounds acceptable.	해볼만하군.
That sounds like fun.	흥미가 생기는데.
That sounds pretty bad...	거 참 안 됐군...
That sounds pretty lonely.	그건 참으로 쓸쓸하게 들리는군.
That spider is as good as dead.	그 거미는 죽은 거나 다름없군.
That was a little more than I expected.	예상 외로 조금 힘들더군.
That Was Always There	언제나 거기에
That was big of you to accept.	참으로 어려운 결정을 했군.
That was easy.	아주 쉽던데.
That was from Brynjolf. Get the message?	브린욜프가 보낸건데. 뭔지 알겠지?
That was interesting.	아주 흥미진진한 경험이었소.
That was the last of the ingredients.	그게 마지막 재료군.
That was... a bit before my time.	그것은... 몇시대 전에 일어났던 일인데.
That won't do. I have pressing business for the Jarl.	그건 곤란하군. 난 야를을 위한 일을 하고 있는데.
That's a good way to be thinking.	그런식으로 생각하는 것도 좋겠군.
That's a lot of work for such a little thing...	이런 하찮은 걸 얻으려고 이 고생을 하다니...
That's a shame.	그것 참 안됐군.
That's a terrible story.	그것 참 지독한 이야기로군.
That's actually a matter for debate.	사실 그건 논쟁의 여지가 있소.
That's all I wanted to ask.	내가 알고싶은 것은 그게 전부요.
That's all I wanted to know.	그걸 알고 싶었을 뿐이오.
That's amazing!	놀랍군!
That's an incredible distance to run.	엄청나게 멀리까지 달렸군.
That's exactly what Delphine warned me you'd say.	당신이 정확히 그렇게 말할거라고 델핀도 경고하더군.
That's far beyond my level of skill.	내 수준에선 한참 멀었지.
That's impossible.	말도 안 되오.
That's impressive.	그것 참 대단하군.
That's it? After all the trust I've given you?	그게 다야? 널 믿은 대가가 그거라고?
That's it? No name or anything?	그게 다인가? 이름도 뭐고 아무것도 없어?
That's just what the men called me.	사람들이 저를 그렇게 부르더군요.
That's none of your business.	그건 당신이 상관할 문제가 아닌데.
That's not enough. I need to stop Miraak now.	그것으로는 충분하지 않소. 지금 당장 미락을 막아야만 되오.
That's not really my problem.	나와는 관계없는 일이군.
That's not really your business.	그건 당신이 신경쓸 문제가 아니오.
That's not why I'm here.	내가 여기에 온 이유는 그게 아닙니다.
That's not your concern.	당신이 신경 쓸 문제가 아니오.
That's quite a staff you have there.	멋진 지팡이를 가지고 있군.
That's quite a story.	그건 대단한 이야기로군.
That's right.	바로 그렇지.
That's right. Where is he hiding?	그렇다. 알두인은 어디 숨어 있지?
That's right. You've seen him?	바로 그거요. 그를 본 적이 있소?
That's the only way I operate. (Persuade)	난 선불로만 일하는데. (설득)
That's too bad.	참으로 안타깝군.
That's what everyone keeps telling me.	모두가 내게 그렇게 말하더군.
That's why he sent me.	그게 날 보낸 이유군.
That's why I'm here for the Elder Scroll.	그래서 엘더스크롤을 찾아 여기까지 온 것이오.
That's why I'm here. I want to join.	그게 바로 여기에 온 이유입니다. 가입하고 싶습니다.
That's why I'm here. Let's go.	그것 때문에 온거요. 자 갑시다.
That's why we're headed there?	그럼 왜 거기로 가는 거지?
Thaumaturgist's Hut	마술사의 오두막
The "Hag's Cure." That's a unique name.	'마귀할멈의 치료법'이라. 그건 특이한 이름이군.
The "Madmen" of the Reach	리치의 '광인들'
The <Alias=Beast> is dead.	<Alias=Beast>는 죽었다.
The <Alias=Boss> at <Alias=Dungeon> has been dealt with.	<Alias=Dungeon>에 있던 <Alias=Boss>는 처리되었소.
The <Alias=Boss> at <Alias=Dungeon> has been destroyed.	<Alias=Dungeon>의 <Alias=Boss>는 죽었습니다.
The Adabal-a	아다발-아
The Aetherium Forge	에테리움 대장간
The Aetherium Wars	에테리움 전쟁
The Affairs of Hagravens	해그레이븐의 행위
The Alchemy skill determines the creation and potency of potions and poisons.	연금술 기술은 물약과 독을 만들고, 그것을 얼마나 강력하게 만들 수 있는지를 결정합니다.
The Alduin/Akatosh Dichotomy	알두인 / 아카토쉬 이분법
The Alik'r won't trouble you anymore.	알리키어는 걱정은 이제 안 해도 되오.
The Amulet of Kings	왕의 아뮬렛
The Anticipations	여망들
The Apprentice Doomstone	수습생의 선돌
The Apprentice Stone	수습생의 선돌
The Apprentice Stone ability doubles your Magicka and regeneration speed, but makes you twice as susceptible to spells.	'수습생의 선돌'은 당신의 매지카와 회복속도를 2배로 향상시킵니다. 그러나 상대의 마법공격에 2배 더 약해집니다.
The Apprentice's Assistant	수습생
The Arcanaeum	아케이니움
The Arch-Mage asked me to see you about class.	대마법사가 수업에 관해서 당신을 만나보라고 했습니다.
The Archery skill improves the use of bows and arrows. The greater the skill, the more deadly the shot.	궁술 기술은 활과 화살을 더 잘 사용할 수 있도록 합니다. 기술이 높아지면 사격할 때의 위력이 더 강해집니다.
The Arcturian Heresy	아크튜리안 이단
The Argonians invaded Morrowind?	아르고니안이 모로윈드를 침략했다고?
The Armorer's Challenge	대장장이의 도전
The Art of War Magic	전투마법의 기술
The ashfall from Red Mountain has driven much of Solstheim's native wildlife into the northern half of the island.	레드 마운틴에서 날아온 화산재 때문에 솔스트하임 섬의 야생 동물들은 북쪽 절반지역까지 몰려났습니다.
The Atronach Doomstone	아트로나크의 선돌
The Atronach Stone	아트로나크의 선돌
The Augur referred to it as the Eye of Magnus, not me.	예언은 '매그너스의 눈'과 관련이 있다고 했지, 내가 아니오.
The Axe Man	도끼꾼
The bandit leader at <Alias=BountyLocation> is dead. I'm here for the bounty.	<Alias=BountyLocation> 의 산적 두목은 죽었습니다. 현상금을 받으러 왔습니다.
The bandits won't be a problem anymore.	산적들은 더 이상 문제가 되지 않을거요.
The Bannered Mare	일류 암말
The Bards College	바드 대학
The Bards College? What's that?	바드 대학? 그게 뭡니까?
The Battle for <Alias=Fort>	<Alias=Fort> 전투
The Battle of Fort Sungard	선가드 요새 전투
The Battle-Borns?	배틀-본 가문?
The Bear of Markarth	마르카스의 곰
The Bedlam Job	분탕질 작업
The Bee and Barb	벌과 미늘
The Beginner's Guide to Homesteading	초보자를 위한 집 건축 안내서
The beginning of what?	무슨 시작?
The best time to negotiate is from a position of strength.	유리한 위치에 있을때 협상하기에 가장 좋습니다.
The Betrayed	배신당한 자
The Betrayed weren't to blame.	배신당한 자들 때문이 아니었소.
The Black Arrow, v1	검은 화살, 제 1권
The Black Arrow, v2	검은 화살, 제 2권
The Black Arts On Trial	흑마술에 대한 논의
The Black Books have something to do with Hermaeus Mora?	검은 책들이 헤르메우스 모라와 뭔가 관련이 있는 거요?
The Black Star	검은 별
The Black-Briars of Riften are one of the most influential and well-connected clans in Skyrim.	리프튼에 있는 블랙-브라이어 회사는 스카이림에서 가장 영향력이 있고 잘 구성되어 있는 조직들 중 하나입니다.
The blacksmith won't talk. You're wasting your time (Persuade)	대장장이는 말하지 않을 텐데. 시간낭비일 뿐이라고. (설득)
The Blades are helping me. I'm not their puppet.	블레이드는 나를 도와줄 뿐입니다. 나는 꼭두각시는 아니에요.
The Blades helped me find out about it.	블레이드가 그것을 찾게 도와주었습니다.
The Blades just want to defeat Alduin. Don't you?	블레이드는 알두인을 물리치고 싶어 할 뿐입니다. 당신은 아닙니까?
The Blades said that Paarthurnax used to be Alduin's ally.	블레이드는 파써낙스가 한때 알두인의 동맹이었다고 하던데.
The Blades say you deserve to die.	블레이드는 당신이 죽어 마땅하다고 했습니다.
The Blades want me to kill Paarthurnax.	블레이드는 나에게 파써낙스를 죽일 것을 요청했소.
The Blades? Who are they?	블레이드? 그게 누구지?
The Blessings of Nature	자연의 축복
The Block skill reduces the damage and stagger from physical attacks when blocking with either a shield or weapon.	방어 기술은 한손에 방패 혹은 무기를 들고 방어할 때 물리공격에 의한 피해와 비틀거림을 감소시켜 줍니다.
The Bloodstone Chalice	혈석 성배
The Blue Palace	푸른 궁전
The Bond of Matrimony	결혼 서약 증표
The Bonds of Matrimony	혼인서약
The Book of Daedra	데이드라에 대하여
The Book of Fate	운명의 책
The Book of Life and Service	생명과 봉사에 관한 책
The Book of Love	사랑의 책
The Book of the Dragonborn	드래곤본의 책
The book was right where you said it would be.	책은 당신이 말한 바로 그 장소에 있더군.
The bow belongs to me now.	이 활은 이제 내 것이다.
The Break of Dawn	새벽이 밝아오다
The Brinehammer Below Deck	브린해머 호 하갑판
The Brinehammer Cargo Hold	브린해머 호의 화물칸
The Bulwark	방벽
The Bulwark Barracks	방벽의 병영
The Bulwark Jail	방벽의 감옥
The Burglary Job	도둑질 작업
The Buying Game	구매 게임
The Cabin in the Woods	숲속의 오두막
The Cake and The Diamond	케이크와 다이아몬드
The Caller	부르는 이
The Cause	원인
The Chief of Thirsk Hall	터스크의 추장
The Chill	한랭지
The Circle is a small group of the most trusted and accomplished warriors from among the ranks of the Companions.	'서클'은 컴패니언에 소속된 사람들 중에서 가장 믿음직스럽고 공적이 많은 전사들로 구성된 작은 모임입니다.
The City of Stone	석조 도시
The Code of Malacath	말라카스의 규칙
The College of Winterhold seems like a good place to start.	윈터홀드의 대학에서부터 시작하는 게 좋을 것 같군.
The Companions are werewolves?	컴패니언즈는 모두 늑대인간인가?
The Contest	시합
The contract is still on. The true Emperor must be assassinated.	계약은 끝나지 않았어. 진짜 황제를 암살해야만 한다.
The courier never arrived with it.	배달부가 도착하지 않았소.
The cow is one of Skyrim's most common domestic animals. It provides the native Nords with meat, milk, and furs.	소는 스카이림에서 가장 흔한 가축이며 노드 주민들에게 고기와 우유, 가죽을 제공합니다.
The Cragslane operation has been stopped.	크래그슬레인은 정리되었습니다.
The Creation selection / load order has changed.  The game will now reload your data files.	모드 선택/ 로드 오더가 변경 되었습니다.  데이타 파일을 다시 불러오겠습니다.
The creature is calmed and cannot respond.	이 생물은 진정되었고 반응하지 않습니다.
The crossbows used by the Dawnguard fire a deadly first shot. However, they are slow to reload.	던가드들이 사용하는 쇠뇌는 치명적인 피해를 입히는 볼트를 발사합니다. 그러나 재장전 시간이 조금 더 오래 걸립니다.
The Cure for Madness	광기 치료
The current weapon is already poisoned.	현재 무기에는 벌써 독을 발라두었습니다.
The Cursed Tribe	저주받은 부족
The daedric princes disgust me.	데이드릭 프린스를 아주 싫어하는데.
The Dainty Sload	데인티 슬로드 호
